simple_0.png,272.0,78.0,460.0,415.0,simple
simple_1.png,262.0,78.0,450.0,415.0,simple
simple_2.png,253.0,78.0,441.0,415.0,simple
simple_3.png,243.0,78.0,431.0,415.0,simple
simple_4.png,234.0,78.0,422.0,415.0,simple
simple_5.png,224.0,78.0,412.0,415.0,simple
simple_6.png,215.0,78.0,403.0,415.0,simple
simple_7.png,205.0,78.0,393.0,415.0,simple
simple_8.png,196.0,78.0,384.0,415.0,simple
simple_9.png,289.0,78.0,441.0,415.0,simple
simple_10.png,279.0,78.0,431.0,415.0,simple
simple_11.png,270.0,78.0,422.0,415.0,simple
simple_12.png,260.0,78.0,412.0,415.0,simple
simple_13.png,251.0,78.0,403.0,415.0,simple
simple_14.png,241.0,78.0,393.0,415.0,simple
simple_15.png,232.0,78.0,384.0,415.0,simple
simple_16.png,222.0,78.0,374.0,415.0,simple
simple_17.png,213.0,78.0,365.0,415.0,simple
simple_18.png,301.0,78.0,428.0,415.0,simple
simple_19.png,291.0,78.0,418.0,415.0,simple
simple_20.png,282.0,78.0,409.0,415.0,simple
simple_21.png,272.0,78.0,399.0,415.0,simple
simple_22.png,263.0,78.0,390.0,415.0,simple
simple_23.png,253.0,78.0,380.0,415.0,simple
simple_24.png,244.0,78.0,371.0,415.0,simple
simple_25.png,234.0,78.0,361.0,415.0,simple
simple_26.png,225.0,78.0,352.0,415.0,simple
simple_27.png,309.0,78.0,420.0,415.0,simple
simple_28.png,299.0,78.0,410.0,415.0,simple
simple_29.png,290.0,78.0,401.0,415.0,simple
simple_30.png,280.0,78.0,391.0,415.0,simple
simple_31.png,271.0,78.0,382.0,415.0,simple
simple_32.png,261.0,78.0,372.0,415.0,simple
simple_33.png,252.0,78.0,363.0,415.0,simple
simple_34.png,242.0,78.0,353.0,415.0,simple
simple_35.png,233.0,78.0,344.0,415.0,simple
simple_36.png,317.0,78.0,412.0,415.0,simple
simple_37.png,307.0,78.0,402.0,415.0,simple
simple_38.png,298.0,78.0,393.0,415.0,simple
simple_39.png,288.0,78.0,383.0,415.0,simple
simple_40.png,279.0,78.0,374.0,415.0,simple
simple_41.png,269.0,78.0,364.0,415.0,simple
simple_42.png,260.0,78.0,355.0,415.0,simple
simple_43.png,250.0,78.0,345.0,415.0,simple
simple_44.png,241.0,78.0,336.0,415.0,simple
simple_45.png,324.0,78.0,406.0,415.0,simple
simple_46.png,314.0,78.0,396.0,415.0,simple
simple_47.png,305.0,78.0,387.0,415.0,simple
simple_48.png,295.0,78.0,377.0,415.0,simple
simple_49.png,286.0,78.0,368.0,415.0,simple
simple_50.png,276.0,78.0,358.0,415.0,simple
simple_51.png,267.0,78.0,349.0,415.0,simple
simple_52.png,257.0,78.0,339.0,415.0,simple
simple_53.png,248.0,78.0,330.0,415.0,simple
simple_54.png,324.0,78.0,403.0,415.0,simple
simple_55.png,314.0,78.0,393.0,415.0,simple
simple_56.png,305.0,78.0,384.0,415.0,simple
simple_57.png,295.0,78.0,374.0,415.0,simple
simple_58.png,286.0,78.0,365.0,415.0,simple
simple_59.png,276.0,78.0,355.0,415.0,simple
simple_60.png,267.0,78.0,346.0,415.0,simple
simple_61.png,257.0,78.0,336.0,415.0,simple
simple_62.png,248.0,78.0,327.0,415.0,simple
simple_63.png,332.0,78.0,398.0,415.0,simple
simple_64.png,322.0,78.0,388.0,415.0,simple
simple_65.png,313.0,78.0,379.0,415.0,simple
simple_66.png,303.0,78.0,369.0,415.0,simple
simple_67.png,294.0,78.0,360.0,415.0,simple
simple_68.png,284.0,78.0,350.0,415.0,simple
simple_69.png,275.0,78.0,341.0,415.0,simple
simple_70.png,265.0,78.0,331.0,415.0,simple
simple_71.png,256.0,78.0,322.0,415.0,simple
simple_72.png,333.0,78.0,397.0,415.0,simple
simple_73.png,323.0,78.0,387.0,415.0,simple
simple_74.png,314.0,78.0,378.0,415.0,simple
simple_75.png,304.0,78.0,368.0,415.0,simple
simple_76.png,295.0,78.0,359.0,415.0,simple
simple_77.png,285.0,78.0,349.0,415.0,simple
simple_78.png,276.0,78.0,340.0,415.0,simple
simple_79.png,266.0,78.0,330.0,415.0,simple
simple_80.png,257.0,78.0,321.0,415.0,simple
simple_81.png,333.0,78.0,397.0,415.0,simple
simple_82.png,323.0,78.0,387.0,415.0,simple
simple_83.png,314.0,78.0,378.0,415.0,simple
simple_84.png,304.0,78.0,368.0,415.0,simple
simple_85.png,295.0,78.0,359.0,415.0,simple
simple_86.png,285.0,78.0,349.0,415.0,simple
simple_87.png,276.0,78.0,340.0,415.0,simple
simple_88.png,266.0,78.0,330.0,415.0,simple
simple_89.png,257.0,78.0,321.0,415.0,simple
simple_90.png,333.0,78.0,397.0,415.0,simple
simple_91.png,323.0,78.0,387.0,415.0,simple
simple_92.png,314.0,78.0,378.0,415.0,simple
simple_93.png,304.0,78.0,368.0,415.0,simple
simple_94.png,295.0,78.0,359.0,415.0,simple
simple_95.png,285.0,78.0,349.0,415.0,simple
simple_96.png,276.0,78.0,340.0,415.0,simple
simple_97.png,266.0,78.0,330.0,415.0,simple
simple_98.png,257.0,78.0,321.0,415.0,simple
simple_99.png,333.0,78.0,397.0,415.0,simple
simple_100.png,323.0,78.0,387.0,415.0,simple
simple_101.png,314.0,78.0,378.0,415.0,simple
simple_102.png,304.0,78.0,368.0,415.0,simple
simple_103.png,295.0,78.0,359.0,415.0,simple
simple_104.png,285.0,78.0,349.0,415.0,simple
simple_105.png,276.0,78.0,340.0,415.0,simple
simple_106.png,266.0,78.0,330.0,415.0,simple
simple_107.png,257.0,78.0,321.0,415.0,simple
